benchmark,pktsize,config,snabb,kernel,qemu,dpdk,id,score,unit,hardware
esp-tunnel,1000,encapsulate,ipsec,,,,6,177768493778,cycles,breiberg
esp-tunnel,1000,encapsulate,ipsec,,,,7,14.60,Gbps,breiberg
esp-tunnel,1000,encapsulate,ipsec,,,,7,178579068838,cycles,breiberg
esp-tunnel,1000,encapsulate,ipsec,,,,8,14.42,Gbps,breiberg
esp-tunnel,1000,encapsulate,ipsec,,,,8,180075261384,cycles,breiberg
esp-tunnel,1000,encapsulate,ipsec,,,,9,14.66,Gbps,breiberg
esp-tunnel,1000,encapsulate,ipsec,,,,9,177914319066,cycles,breiberg
esp-tunnel,1500,encapsulate,ipsec,,,,1,16.83,Gbps,breiberg
esp-tunnel,1500,encapsulate,ipsec,,,,1,232415386668,cycles,breiberg
esp-tunnel,1500,encapsulate,ipsec,,,,10,16.82,Gbps,breiberg
esp-tunnel,1500,encapsulate,ipsec,,,,10,232508302500,cycles,breiberg
esp-tunnel,1500,encapsulate,ipsec,,,,2,16.63,Gbps,breiberg
esp-tunnel,1500,encapsulate,ipsec,,,,2,235151382720,cycles,breiberg
esp-tunnel,1500,encapsulate,ipsec,,,,3,16.76,Gbps,breiberg
esp-tunnel,1500,encapsulate,ipsec,,,,3,233328814356,cycles,breiberg
esp-tunnel,1500,encapsulate,ipsec,,,,4,16.83,Gbps,breiberg
esp-tunnel,1500,encapsulate,ipsec,,,,4,232415316569,cycles,breiberg
esp-tunnel,1500,encapsulate,ipsec,,,,5,16.62,Gbps,breiberg
esp-tunnel,1500,encapsulate,ipsec,,,,5,235272179417,cycles,breiberg
esp-tunnel,1500,encapsulate,ipsec,,,,6,16.83,Gbps,breiberg
esp-tunnel,1500,encapsulate,ipsec,,,,6,232338304174,cycles,breiberg
esp-tunnel,1500,encapsulate,ipsec,,,,7,16.66,Gbps,breiberg
esp-tunnel,1500,encapsulate,ipsec,,,,7,234771180516,cycles,breiberg
esp-tunnel,1500,encapsulate,ipsec,,,,8,16.83,Gbps,breiberg
esp-tunnel,1500,encapsulate,ipsec,,,,8,232466600444,cycles,breiberg
esp-tunnel,1500,encapsulate,ipsec,,,,9,16.80,Gbps,breiberg
esp-tunnel,1500,encapsulate,ipsec,,,,9,232871950754,cycles,breiberg
esp-tunnel,250,encapsulate,ipsec,,,,1,8.01,Gbps,breiberg
esp-tunnel,250,encapsulate,ipsec,,,,1,81366248522,cycles,breiberg
esp-tunnel,250,encapsulate,ipsec,,,,10,8.01,Gbps,breiberg
esp-tunnel,250,encapsulate,ipsec,,,,10,81387985065,cycles,breiberg
esp-tunnel,250,encapsulate,ipsec,,,,2,7.89,Gbps,breiberg
esp-tunnel,250,encapsulate,ipsec,,,,2,82579461392,cycles,breiberg
esp-tunnel,250,encapsulate,ipsec,,,,3,8.00,Gbps,breiberg
esp-tunnel,250,encapsulate,ipsec,,,,3,81501882305,cycles,breiberg
esp-tunnel,250,encapsulate,ipsec,,,,4,7.75,Gbps,breiberg
esp-tunnel,250,encapsulate,ipsec,,,,4,84156055860,cycles,breiberg
esp-tunnel,250,encapsulate,ipsec,,,,5,7.63,Gbps,breiberg
esp-tunnel,250,encapsulate,ipsec,,,,5,85409115063,cycles,breiberg
esp-tunnel,250,encapsulate,ipsec,,,,6,8.02,Gbps,breiberg
esp-tunnel,250,encapsulate,ipsec,,,,6,81286626544,cycles,breiberg
esp-tunnel,250,encapsulate,ipsec,,,,7,8.00,Gbps,breiberg
esp-tunnel,250,encapsulate,ipsec,,,,7,81466051620,cycles,breiberg
esp-tunnel,250,encapsulate,ipsec,,,,8,7.99,Gbps,breiberg
esp-tunnel,250,encapsulate,ipsec,,,,8,81545057352,cycles,breiberg
esp-tunnel,250,encapsulate,ipsec,,,,9,8.02,Gbps,breiberg
esp-tunnel,250,encapsulate,ipsec,,,,9,81314165090,cycles,breiberg
esp-tunnel,500,encapsulate,ipsec,,,,1,10.79,Gbps,breiberg
esp-tunnel,500,encapsulate,ipsec,,,,1,120781829504,cycles,breiberg
esp-tunnel,500,encapsulate,ipsec,,,,10,10.81,Gbps,breiberg
esp-tunnel,500,encapsulate,ipsec,,,,10,120580346884,cycles,breiberg
esp-tunnel,500,encapsulate,ipsec,,,,2,10.87,Gbps,breiberg
esp-tunnel,500,encapsulate,ipsec,,,,2,119952203620,cycles,breiberg
esp-tunnel,500,encapsulate,ipsec,,,,3,10.77,Gbps,breiberg
esp-tunnel,500,encapsulate,ipsec,,,,3,121071978525,cycles,breiberg
esp-tunnel,500,encapsulate,ipsec,,,,4,10.70,Gbps,breiberg
esp-tunnel,500,encapsulate,ipsec,,,,4,121862623544,cycles,breiberg
esp-tunnel,500,encapsulate,ipsec,,,,5,10.85,Gbps,breiberg
esp-tunnel,500,encapsulate,ipsec,,,,5,120206862536,cycles,breiberg
esp-tunnel,500,encapsulate,ipsec,,,,6,10.80,Gbps,breiberg
esp-tunnel,500,encapsulate,ipsec,,,,6,120687416732,cycles,breiberg
esp-tunnel,500,encapsulate,ipsec,,,,7,10.83,Gbps,breiberg
esp-tunnel,500,encapsulate,ipsec,,,,7,120409173640,cycles,breiberg
esp-tunnel,500,encapsulate,ipsec,,,,8,10.74,Gbps,breiberg
esp-tunnel,500,encapsulate,ipsec,,,,8,121394921624,cycles,breiberg
esp-tunnel,500,encapsulate,ipsec,,,,9,10.80,Gbps,breiberg
esp-tunnel,500,encapsulate,ipsec,,,,9,120774373272,cycles,breiberg
esp-tunnel,60,encapsulate,ipsec,,,,1,3.47,Gbps,breiberg
esp-tunnel,60,encapsulate,ipsec,,,,1,45055173838,cycles,breiberg
esp-tunnel,60,encapsulate,ipsec,,,,10,3.42,Gbps,breiberg
esp-tunnel,60,encapsulate,ipsec,,,,10,45714837771,cycles,breiberg
esp-tunnel,60,encapsulate,ipsec,,,,2,3.41,Gbps,breiberg
esp-tunnel,60,encapsulate,ipsec,,,,2,45877717540,cycles,breiberg
esp-tunnel,60,encapsulate,ipsec,,,,3,3.38,Gbps,breiberg
esp-tunnel,60,encapsulate,ipsec,,,,3,46231873210,cycles,breiberg
esp-tunnel,60,encapsulate,ipsec,,,,4,3.45,Gbps,breiberg
esp-tunnel,60,encapsulate,ipsec,,,,4,45380143300,cycles,breiberg
esp-tunnel,60,encapsulate,ipsec,,,,5,3.44,Gbps,breiberg
esp-tunnel,60,encapsulate,ipsec,,,,5,45467505270,cycles,breiberg
esp-tunnel,60,encapsulate,ipsec,,,,6,3.44,Gbps,breiberg
esp-tunnel,60,encapsulate,ipsec,,,,6,45468048142,cycles,breiberg
esp-tunnel,60,encapsulate,ipsec,,,,7,3.44,Gbps,breiberg
esp-tunnel,60,encapsulate,ipsec,,,,7,45475741186,cycles,breiberg
esp-tunnel,60,encapsulate,ipsec,,,,8,3.45,Gbps,breiberg
esp-tunnel,60,encapsulate,ipsec,,,,8,45337456592,cycles,breiberg
esp-tunnel,60,encapsulate,ipsec,,,,9,3.47,Gbps,breiberg
esp-tunnel,60,encapsulate,ipsec,,,,9,45055102720,cycles,breiberg
esp-tunnel,1000,decapsulate,ipsec,,,,1,22.40,Gbps,murren
esp-tunnel,1000,decapsulate,ipsec,,,,1,112837245202,cycles,murren
esp-tunnel,1000,decapsulate,ipsec,,,,10,22.39,Gbps,murren
esp-tunnel,1000,decapsulate,ipsec,,,,10,112848896816,cycles,murren
esp-tunnel,1000,decapsulate,ipsec,,,,2,22.18,Gbps,murren
esp-tunnel,1000,decapsulate,ipsec,,,,2,113955812870,cycles,murren
esp-tunnel,1000,decapsulate,ipsec,,,,3,22.53,Gbps,murren
esp-tunnel,1000,decapsulate,ipsec,,,,3,112184696412,cycles,murren
esp-tunnel,1000,decapsulate,ipsec,,,,4,22.51,Gbps,murren
esp-tunnel,1000,decapsulate,ipsec,,,,4,112270001934,cycles,murren
esp-tunnel,1000,decapsulate,ipsec,,,,5,22.37,Gbps,murren
esp-tunnel,1000,decapsulate,ipsec,,,,5,112982559872,cycles,murren
esp-tunnel,1000,decapsulate,ipsec,,,,6,22.32,Gbps,murren
esp-tunnel,1000,decapsulate,ipsec,,,,6,113231923934,cycles,murren
esp-tunnel,1000,decapsulate,ipsec,,,,7,22.49,Gbps,murren
esp-tunnel,1000,decapsulate,ipsec,,,,7,112358765672,cycles,murren
esp-tunnel,1000,decapsulate,ipsec,,,,8,22.35,Gbps,murren
esp-tunnel,1000,decapsulate,ipsec,,,,8,113049916816,cycles,murren
esp-tunnel,1000,decapsulate,ipsec,,,,9,22.43,Gbps,murren
esp-tunnel,1000,decapsulate,ipsec,,,,9,112648225330,cycles,murren
esp-tunnel,1500,decapsulate,ipsec,,,,1,26.20,Gbps,murren
esp-tunnel,1500,decapsulate,ipsec,,,,1,144698748043,cycles,murren
esp-tunnel,1500,decapsulate,ipsec,,,,10,25.54,Gbps,murren
esp-tunnel,1500,decapsulate,ipsec,,,,10,148410511478,cycles,murren
esp-tunnel,1500,decapsulate,ipsec,,,,2,25.99,Gbps,murren
esp-tunnel,1500,decapsulate,ipsec,,,,2,145865484294,cycles,murren
esp-tunnel,1500,decapsulate,ipsec,,,,3,26.10,Gbps,murren
esp-tunnel,1500,decapsulate,ipsec,,,,3,145238812485,cycles,murren
esp-tunnel,1500,decapsulate,ipsec,,,,4,26.19,Gbps,murren
esp-tunnel,1500,decapsulate,ipsec,,,,4,144760528398,cycles,murren
esp-tunnel,1500,decapsulate,ipsec,,,,5,25.56,Gbps,murren
esp-tunnel,1500,decapsulate,ipsec,,,,5,148324491592,cycles,murren
esp-tunnel,1500,decapsulate,ipsec,,,,6,26.18,Gbps,murren
esp-tunnel,1500,decapsulate,ipsec,,,,6,144822036542,cycles,murren
esp-tunnel,1500,decapsulate,ipsec,,,,7,26.19,Gbps,murren
esp-tunnel,1500,decapsulate,ipsec,,,,7,144737485142,cycles,murren
esp-tunnel,1500,decapsulate,ipsec,,,,8,26.19,Gbps,murren
esp-tunnel,1500,decapsulate,ipsec,,,,8,144747997458,cycles,murren
esp-tunnel,1500,decapsulate,ipsec,,,,9,25.52,Gbps,murren
esp-tunnel,1500,decapsulate,ipsec,,,,9,148488087557,cycles,murren
esp-tunnel,250,decapsulate,ipsec,,,,1,9.99,Gbps,murren
esp-tunnel,250,decapsulate,ipsec,,,,1,63248998200,cycles,murren
esp-tunnel,250,decapsulate,ipsec,,,,10,9.87,Gbps,murren
esp-tunnel,250,decapsulate,ipsec,,,,10,63981305876,cycles,murren
esp-tunnel,250,decapsulate,ipsec,,,,2,9.96,Gbps,murren
esp-tunnel,250,decapsulate,ipsec,,,,2,63439303174,cycles,murren
esp-tunnel,250,decapsulate,ipsec,,,,3,10.08,Gbps,murren
esp-tunnel,250,decapsulate,ipsec,,,,3,62707144793,cycles,murren
esp-tunnel,250,decapsulate,ipsec,,,,4,9.98,Gbps,murren
esp-tunnel,250,decapsulate,ipsec,,,,4,63322843634,cycles,murren
esp-tunnel,250,decapsulate,ipsec,,,,5,9.98,Gbps,murren
esp-tunnel,250,decapsulate,ipsec,,,,5,63285496990,cycles,murren
esp-tunnel,250,decapsulate,ipsec,,,,6,10.05,Gbps,murren
esp-tunnel,250,decapsulate,ipsec,,,,6,62898233510,cycles,murren
esp-tunnel,250,decapsulate,ipsec,,,,7,9.92,Gbps,murren
esp-tunnel,250,decapsulate,ipsec,,,,7,63702980016,cycles,murren
esp-tunnel,250,decapsulate,ipsec,,,,8,9.99,Gbps,murren
esp-tunnel,250,decapsulate,ipsec,,,,8,63231750783,cycles,murren
esp-tunnel,250,decapsulate,ipsec,,,,9,10.02,Gbps,murren
esp-tunnel,250,decapsulate,ipsec,,,,9,63051575101,cycles,murren
esp-tunnel,500,decapsulate,ipsec,,,,1,15.43,Gbps,murren
esp-tunnel,500,decapsulate,ipsec,,,,1,81912443784,cycles,murren
esp-tunnel,500,decapsulate,ipsec,,,,10,15.58,Gbps,murren
esp-tunnel,500,decapsulate,ipsec,,,,10,81086395882,cycles,murren
esp-tunnel,500,decapsulate,ipsec,,,,2,15.56,Gbps,murren
esp-tunnel,500,decapsulate,ipsec,,,,2,81234144278,cycles,murren
esp-tunnel,500,decapsulate,ipsec,,,,3,15.54,Gbps,murren
esp-tunnel,500,decapsulate,ipsec,,,,3,81317979040,cycles,murren
esp-tunnel,500,decapsulate,ipsec,,,,4,15.56,Gbps,murren
esp-tunnel,500,decapsulate,ipsec,,,,4,81194139070,cycles,murren
esp-tunnel,500,decapsulate,ipsec,,,,5,15.60,Gbps,murren
esp-tunnel,500,decapsulate,ipsec,,,,5,80982859338,cycles,murren
esp-tunnel,500,decapsulate,ipsec,,,,6,15.55,Gbps,murren
esp-tunnel,500,decapsulate,ipsec,,,,6,81285022454,cycles,murren
esp-tunnel,500,decapsulate,ipsec,,,,7,15.50,Gbps,murren
esp-tunnel,500,decapsulate,ipsec,,,,7,81525248282,cycles,murren
esp-tunnel,500,decapsulate,ipsec,,,,8,15.55,Gbps,murren
esp-tunnel,500,decapsulate,ipsec,,,,8,81284202850,cycles,murren
esp-tunnel,500,decapsulate,ipsec,,,,9,15.56,Gbps,murren
esp-tunnel,500,decapsulate,ipsec,,,,9,81233421076,cycles,murren
esp-tunnel,60,decapsulate,ipsec,,,,1,4.59,Gbps,murren
esp-tunnel,60,decapsulate,ipsec,,,,1,33050431777,cycles,murren
esp-tunnel,60,decapsulate,ipsec,,,,10,4.62,Gbps,murren
esp-tunnel,60,decapsulate,ipsec,,,,10,32795132422,cycles,murren
esp-tunnel,60,decapsulate,ipsec,,,,2,4.62,Gbps,murren
esp-tunnel,60,decapsulate,ipsec,,,,2,32850433101,cycles,murren
esp-tunnel,60,decapsulate,ipsec,,,,3,4.43,Gbps,murren
esp-tunnel,60,decapsulate,ipsec,,,,3,34198316413,cycles,murren
esp-tunnel,60,decapsulate,ipsec,,,,4,4.64,Gbps,murren
esp-tunnel,60,decapsulate,ipsec,,,,4,32692932150,cycles,murren
esp-tunnel,60,decapsulate,ipsec,,,,5,4.62,Gbps,murren
esp-tunnel,60,decapsulate,ipsec,,,,5,32785313059,cycles,murren
esp-tunnel,60,decapsulate,ipsec,,,,6,4.64,Gbps,murren
esp-tunnel,60,decapsulate,ipsec,,,,6,32653537490,cycles,murren
esp-tunnel,60,decapsulate,ipsec,,,,7,4.61,Gbps,murren
esp-tunnel,60,decapsulate,ipsec,,,,7,32912846988,cycles,murren
esp-tunnel,60,decapsulate,ipsec,,,,8,4.58,Gbps,murren
esp-tunnel,60,decapsulate,ipsec,,,,8,33099347310,cycles,murren
esp-tunnel,60,decapsulate,ipsec,,,,9,4.63,Gbps,murren
esp-tunnel,60,decapsulate,ipsec,,,,9,32727065216,cycles,murren
esp-tunnel,1000,encapsulate,ipsec,,,,1,20.69,Gbps,murren
esp-tunnel,1000,encapsulate,ipsec,,,,1,122161794102,cycles,murren
esp-tunnel,1000,encapsulate,ipsec,,,,10,20.58,Gbps,murren
esp-tunnel,1000,encapsulate,ipsec,,,,10,122774377022,cycles,murren
esp-tunnel,1000,encapsulate,ipsec,,,,2,20.69,Gbps,murren
esp-tunnel,1000,encapsulate,ipsec,,,,2,122140422330,cycles,murren
esp-tunnel,1000,encapsulate,ipsec,,,,3,20.59,Gbps,murren
esp-tunnel,1000,encapsulate,ipsec,,,,3,122717851838,cycles,murren
esp-tunnel,1000,encapsulate,ipsec,,,,4,20.65,Gbps,murren
esp-tunnel,1000,encapsulate,ipsec,,,,4,122367315908,cycles,murren
esp-tunnel,1000,encapsulate,ipsec,,,,5,20.59,Gbps,murren
esp-tunnel,1000,encapsulate,ipsec,,,,5,122770708992,cycles,murren
esp-tunnel,1000,encapsulate,ipsec,,,,6,20.58,Gbps,murren
esp-tunnel,1000,encapsulate,ipsec,,,,6,122800211770,cycles,murren
esp-tunnel,1000,encapsulate,ipsec,,,,7,20.60,Gbps,murren
esp-tunnel,1000,encapsulate,ipsec,,,,7,122696199976,cycles,murren
esp-tunnel,1000,encapsulate,ipsec,,,,8,20.59,Gbps,murren
esp-tunnel,1000,encapsulate,ipsec,,,,8,122758753298,cycles,murren
esp-tunnel,1000,encapsulate,ipsec,,,,9,20.74,Gbps,murren
esp-tunnel,1000,encapsulate,ipsec,,,,9,121833727520,cycles,murren
esp-tunnel,1500,encapsulate,ipsec,,,,1,24.32,Gbps,murren
esp-tunnel,1500,encapsulate,ipsec,,,,1,155830270189,cycles,murren
esp-tunnel,1500,encapsulate,ipsec,,,,10,24.40,Gbps,murren
esp-tunnel,1500,encapsulate,ipsec,,,,10,155337372712,cycles,murren
esp-tunnel,1500,encapsulate,ipsec,,,,2,24.24,Gbps,murren
esp-tunnel,1500,encapsulate,ipsec,,,,2,156394682006,cycles,murren
esp-tunnel,1500,encapsulate,ipsec,,,,3,24.52,Gbps,murren
esp-tunnel,1500,encapsulate,ipsec,,,,3,154599180315,cycles,murren
esp-tunnel,1500,encapsulate,ipsec,,,,4,24.54,Gbps,murren
esp-tunnel,1500,encapsulate,ipsec,,,,4,154441298192,cycles,murren
esp-tunnel,1500,encapsulate,ipsec,,,,5,23.79,Gbps,murren
esp-tunnel,1500,encapsulate,ipsec,,,,5,159335318141,cycles,murren
esp-tunnel,1500,encapsulate,ipsec,,,,6,24.27,Gbps,murren
esp-tunnel,1500,encapsulate,ipsec,,,,6,156165063039,cycles,murren
esp-tunnel,1500,encapsulate,ipsec,,,,7,24.49,Gbps,murren
esp-tunnel,1500,encapsulate,ipsec,,,,7,154762666676,cycles,murren
esp-tunnel,1500,encapsulate,ipsec,,,,8,24.42,Gbps,murren
esp-tunnel,1500,encapsulate,ipsec,,,,8,155209469941,cycles,murren
esp-tunnel,1500,encapsulate,ipsec,,,,9,24.19,Gbps,murren
esp-tunnel,1500,encapsulate,ipsec,,,,9,156737403155,cycles,murren
esp-tunnel,250,encapsulate,ipsec,,,,1,9.49,Gbps,murren
esp-tunnel,250,encapsulate,ipsec,,,,1,66592711752,cycles,murren
esp-tunnel,250,encapsulate,ipsec,,,,10,9.48,Gbps,murren
esp-tunnel,250,encapsulate,ipsec,,,,10,66653805229,cycles,murren
esp-tunnel,250,encapsulate,ipsec,,,,2,9.36,Gbps,murren
esp-tunnel,250,encapsulate,ipsec,,,,2,67499293094,cycles,murren
esp-tunnel,250,encapsulate,ipsec,,,,3,9.43,Gbps,murren
esp-tunnel,250,encapsulate,ipsec,,,,3,67020744836,cycles,murren
esp-tunnel,250,encapsulate,ipsec,,,,4,9.42,Gbps,murren
esp-tunnel,250,encapsulate,ipsec,,,,4,67040082330,cycles,murren
esp-tunnel,250,encapsulate,ipsec,,,,5,9.41,Gbps,murren
